70 9 14
1	64	96	2	11
2	80	39	6	13
3	69	23	9	13
4	72	42	6	5
5	48	67	2	7
6	58	43	5	5
7	81	34	6	13
8	79	17	9	13
9	30	23	7	10
10	42	67	2	7
11	7	76	1	12
12	29	51	4	6
13	78	92	3	11
14	64	8	8	8
15	95	57	6	9
16	57	91	2	7
17	40	35	5	10
18	68	40	5	5
19	92	34	6	9
20	62	1	8	8
21	28	43	4	10
22	76	73	3	14
23	67	88	2	11
24	93	54	6	9
25	6	8	7	1
26	87	18	9	4
27	30	9	7	10
28	77	13	9	13
29	78	94	3	11
30	55	3	8	8
31	82	88	3	2
32	73	28	9	13
33	20	55	4	6
34	27	43	4	10
35	95	86	3	2
36	67	99	2	11
37	48	83	2	7
38	75	81	3	14
39	8	19	7	1
40	20	18	7	10
41	54	38	5	5
42	63	36	5	5
43	44	33	5	5
44	52	18	8	8
45	12	13	7	1
46	25	5	7	1
47	58	85	2	7
48	5	67	1	6
49	90	9	9	4
50	41	76	2	7
51	25	76	1	12
52	37	64	5	12
53	56	63	5	5
54	10	55	4	6
55	98	7	9	4
56	16	74	1	12
57	89	60	6	9
58	48	82	2	7
59	81	76	3	14
60	29	60	4	12
61	17	22	7	10
62	5	45	4	6
63	79	70	3	14
64	9	100	1	3
65	17	82	1	12
66	74	67	3	14
67	10	68	1	6
68	48	19	8	8
69	83	86	3	2
70	84	94	3	2
