100 10 20
1	3140	1401	8	11
2	556	1056	1	13
3	3675	1522	8	2
4	1182	1853	3	4
5	3595	111	7	5
6	962	1895	3	4
7	2030	1186	4	16
8	3507	1851	8	19
9	2642	1269	5	6
10	3438	901	7	9
11	3858	1472	8	2
12	2937	1568	5	11
13	376	1018	1	13
14	839	1355	3	18
15	706	1925	3	18
16	749	920	1	13
17	298	615	2	17
18	694	552	2	13
19	387	190	2	1
20	2801	695	9	9
21	3133	1143	8	11
22	1517	266	10	8
23	1538	224	10	8
24	844	520	2	13
25	2639	1239	5	6
26	3123	217	9	14
27	2489	1520	5	6
28	3834	1827	8	2
29	3417	1808	8	19
30	2938	543	9	9
31	71	1323	1	7
32	3245	1828	8	19
33	731	1741	3	18
34	2312	1270	5	6
35	2426	1851	5	6
36	380	478	2	17
37	2310	635	6	15
38	2830	775	9	9
39	3829	513	7	5
40	3684	445	7	5
41	171	514	2	17
42	627	1261	1	18
43	1490	1123	4	16
44	61	81	2	1
45	422	542	2	17
46	2698	1221	5	6
47	2372	127	6	3
48	177	1390	1	7
49	3084	748	9	9
50	1213	910	10	8
51	3	1817	1	20
52	1782	995	4	16
53	3896	742	7	10
54	1829	812	10	16
55	1286	550	10	8
56	3017	108	9	14
57	2132	1432	5	6
58	2000	1110	4	16
59	3317	1966	8	19
60	1729	1498	4	12
61	2408	1747	5	6
62	3292	152	9	14
63	193	1210	1	7
64	782	1462	3	18
65	2503	352	6	3
66	1697	1924	4	12
67	3821	147	7	5
68	3370	791	7	9
69	3162	367	9	14
70	3938	516	7	5
71	2741	1583	5	6
72	2330	741	6	15
73	3918	1088	7	10
74	1794	1589	4	12
75	2929	485	9	9
76	3453	1998	8	19
77	896	705	2	13
78	399	850	1	17
79	2614	195	6	3
80	2800	653	9	9
81	2630	20	6	3
82	563	1513	1	18
83	1090	1652	3	4
84	2009	1163	4	16
85	3876	1165	7	10
86	3084	774	9	9
87	1526	1612	4	12
88	1612	328	10	8
89	1423	1322	4	12
90	3058	1276	8	11
91	3782	1865	8	2
92	347	252	2	1
93	3904	1444	8	10
94	2191	1579	5	6
95	3220	1454	8	11
96	468	319	2	17
97	3611	1968	8	2
98	3114	1629	8	11
99	3515	1892	8	19
100	3060	155	9	14
