442 10 89
1	200	400	8	22
2	200	500	8	22
3	200	600	8	22
4	200	700	8	22
5	200	800	8	22
6	200	900	8	49
7	200	1000	8	9
8	200	1100	6	9
9	200	1200	6	9
10	200	1300	6	9
11	200	1400	6	9
12	200	1500	6	27
13	200	1600	6	27
14	200	1700	6	27
15	200	1800	6	27
16	200	1900	6	27
17	200	2000	10	56
18	200	2100	10	56
19	200	2200	10	56
20	200	2300	10	28
21	200	2400	10	28
22	200	2500	10	28
23	200	2600	10	28
24	200	2700	10	28
25	200	2800	10	4
26	200	2900	7	4
27	200	3000	7	4
28	200	3100	7	4
29	200	3200	7	4
30	200	3300	7	64
31	200	3400	7	26
32	200	3500	7	26
33	200	3600	7	26
34	300	400	8	75
35	300	500	8	22
36	300	600	8	22
37	300	700	8	22
38	300	800	8	49
39	300	900	8	49
40	300	1000	8	49
41	300	1100	6	9
42	300	1200	6	9
43	300	1300	6	9
44	300	1400	6	76
45	300	1500	6	76
46	300	1600	6	27
47	300	1700	6	27
48	300	1800	6	27
49	300	1900	6	89
50	300	2000	10	56
51	300	2100	10	56
52	300	2200	10	56
53	300	2300	10	28
54	300	2400	10	28
55	300	2500	10	28
56	300	2600	10	28
57	300	2700	10	77
58	300	2800	10	77
59	300	2900	7	4
60	300	3000	7	4
61	300	3100	7	4
62	300	3200	7	64
63	300	3300	7	64
64	300	3400	7	64
65	300	3500	7	87
66	400	400	8	75
67	400	500	8	75
68	400	600	8	22
69	400	700	8	49
70	400	800	8	49
71	400	900	8	49
72	400	1000	8	49
73	400	1100	6	49
74	400	1200	6	9
75	400	1300	6	76
76	400	1400	6	76
77	400	1500	6	76
78	400	1600	6	76
79	400	1700	6	27
80	400	1800	6	89
81	400	1900	6	89
82	400	2000	10	89
83	400	2100	10	11
84	400	2200	10	11
85	400	2300	10	88
86	400	2400	10	88
87	400	2500	10	88
88	400	2600	10	77
89	400	2700	10	77
90	400	2800	10	77
91	400	2900	7	77
92	400	3000	7	4
93	400	3100	7	64
94	400	3200	7	64
95	400	3300	7	64
96	400	3400	7	64
97	400	3500	7	87
98	400	3600	7	87
99	500	1500	6	76
100	500	1829	6	89
101	500	3100	7	64
102	600	400	8	82
103	700	300	8	82
104	700	600	8	12
105	700	1500	6	24
106	700	1600	6	24
107	700	1800	6	65
108	700	2100	10	11
109	700	2400	10	32
110	700	2700	10	32
111	700	3000	7	66
112	700	3300	7	42
113	700	3600	7	15
114	800	300	8	82
115	800	600	8	12
116	800	1030	8	29
117	800	1500	6	24
118	800	1800	6	65
119	800	2100	10	57
120	800	2400	10	32
121	800	2600	10	32
122	800	2700	10	32
123	800	3000	7	66
124	800	3300	7	42
125	800	3600	7	15
126	900	300	8	83
127	900	600	8	12
128	900	1500	6	67
129	900	1800	6	39
130	900	2100	10	57
131	900	2400	10	32
132	900	2700	10	32
133	900	3000	7	16
134	900	3300	7	68
135	900	3600	7	44
136	1000	300	8	83
137	1000	600	8	61
138	1000	1100	8	29
139	1000	1500	6	67
140	1000	1629	6	67
141	1000	1800	5	39
142	1000	2100	10	57
143	1000	2400	10	20
144	1000	2600	10	50
145	1000	2700	10	50
146	1000	3000	7	16
147	1000	3300	7	68
148	1000	3600	7	44
149	1100	300	8	83
150	1100	600	8	61
151	1100	700	8	61
152	1100	900	8	61
153	1100	1500	6	67
154	1100	1800	5	39
155	1100	2100	5	20
156	1100	2400	10	20
157	1100	2700	10	50
158	1100	3000	1	16
159	1100	3300	1	68
160	1100	3600	7	44
161	1200	300	4	33
