99 25 20
1	6	4	5	2
2	15	15	5	2
3	24	18	5	14
4	33	12	5	14
5	48	12	3	14
6	57	14	3	14
7	67	10	3	6
8	77	10	3	6
9	86	15	3	6
10	6	21	5	2
11	17	26	5	18
12	23	25	5	14
13	32	35	13	14
14	43	23	4	14
15	55	35	4	10
16	65	36	4	10
17	78	39	22	19
18	87	35	22	19
19	3	53	13	18
20	12	44	13	18
21	28	53	13	8
22	33	49	13	10
23	47	46	15	10
24	55	52	15	10
25	64	50	15	10
26	71	57	9	10
27	87	57	9	4
28	4	72	17	8
29	15	78	17	8
30	22	70	6	8
31	34	71	6	8
32	42	79	6	8
33	54	77	10	20
34	66	79	10	20
35	78	67	9	4
36	87	73	9	4
37	7	81	17	8
38	17	95	12	8
39	26	98	12	12
40	32	97	12	12
41	43	88	12	12
42	57	89	10	20
43	64	85	10	20
44	78	83	9	4
45	83	98	7	17
46	5	109	16	3
47	13	111	16	3
48	25	102	12	12
49	38	119	23	12
50	46	107	23	12
51	58	110	23	12
52	67	110	7	12
53	74	113	7	17
54	88	110	7	17
55	2	124	16	3
56	17	134	14	3
57	23	129	14	16
58	36	131	23	16
59	42	137	23	16
60	53	123	23	12
61	63	135	21	7
62	72	134	18	7
63	87	129	18	7
64	2	146	19	13
65	16	147	19	13
66	25	153	19	13
67	38	155	20	16
68	42	158	20	9
69	57	154	21	9
70	66	151	21	7
71	73	151	21	7
72	86	149	18	15
73	5	177	24	13
74	13	162	19	13
75	25	169	19	13
76	35	177	20	9
77	46	172	20	9
78	54	166	20	9
79	65	174	25	9
80	73	161	25	15
81	86	162	25	15
82	2	195	8	5
83	14	196	8	5
84	28	189	8	9
85	38	187	2	9
86	46	195	2	9
87	57	194	2	9
88	63	188	2	9
89	77	193	1	1
90	85	194	1	1
91	8	211	11	5
92	12	217	11	11
93	22	210	11	11
94	34	216	11	11
95	47	203	2	11
96	58	213	2	1
97	66	206	1	1
98	78	210	1	1
99	85	204	1	1
