105 25 21
1	63	71	21	2
2	94	71	21	2
3	142	370	10	10
4	173	1276	12	9
5	205	1213	12	9
6	213	69	21	2
7	244	69	21	2
8	276	630	10	10
9	283	732	10	10
10	362	69	21	17
11	394	69	21	17
12	449	370	10	17
13	480	1276	12	20
14	512	1213	12	20
15	528	157	19	17
16	583	630	2	19
17	591	732	2	19
18	638	654	2	19
19	638	496	2	19
20	638	314	11	17
21	638	142	19	17
22	669	142	19	17
23	677	315	11	7
24	677	496	2	19
25	677	654	2	19
26	709	654	2	19
27	709	496	2	19
28	709	315	11	7
29	701	142	19	17
30	764	220	11	7
31	811	189	11	7
32	843	173	11	7
33	858	370	11	7
34	890	1276	8	4
35	921	1213	8	4
36	992	630	20	18
37	1000	732	20	18
38	1197	1276	8	21
39	1228	1213	8	21
40	1276	205	3	15
41	1299	630	14	11
42	1307	732	14	11
43	1362	654	14	11
44	1362	496	14	11
45	1362	291	17	15
46	1425	654	14	11
47	1425	496	14	11
48	1425	291	17	15
49	1417	173	17	15
50	1488	291	17	15
51	1488	496	14	11
52	1488	654	14	11
53	1551	654	14	11
54	1551	496	14	11
55	1551	291	22	3
56	1614	291	22	3
57	1614	496	14	11
58	1614	654	14	11
59	1732	189	22	3
60	1811	1276	7	6
61	1843	1213	7	6
62	1913	630	23	16
63	1921	732	23	16
64	2087	370	25	13
65	2118	1276	7	6
66	2150	1213	7	6
67	2189	205	25	13
68	2220	189	25	13
69	2220	630	9	8
70	2228	732	9	8
71	2244	142	25	13
72	2276	315	5	13
73	2276	496	1	8
74	2276	654	9	8
75	2315	654	9	8
76	2315	496	1	8
77	2315	315	5	13
78	2331	142	24	13
79	2346	315	5	13
80	2346	496	1	8
81	2346	654	9	8
82	2362	142	24	13
83	2402	157	24	13
84	2402	220	24	13
85	2480	142	24	13
86	2496	370	5	8
87	2528	1276	15	14
88	2559	1213	15	14
89	2630	630	6	8
90	2638	732	6	8
91	2756	69	4	5
92	2787	69	4	5
93	2803	370	18	12
94	2835	1276	15	1
95	2866	1213	15	1
96	2906	69	4	5
97	2937	69	16	5
98	2937	630	13	12
99	2945	732	13	12
100	3016	1276	15	1
101	3055	69	16	5
102	3087	69	16	5
103	606	220	19	17
104	1165	370	3	15
105	1780	370	22	3
