262 25 53
1	-99	-97	3	2
2	-59	50	11	53
3	0	14	22	41
4	-17	-66	7	31
5	-69	-19	19	9
6	31	12	23	23
7	5	-41	8	22
8	-12	10	22	41
9	-64	70	15	53
10	-12	85	20	6
11	-18	64	24	28
12	-77	-16	19	9
13	-53	88	15	17
14	83	-24	6	52
15	24	41	4	10
16	17	21	23	33
17	42	96	1	38
18	-65	0	2	50
19	-47	-26	19	24
20	85	36	5	16
21	-35	-54	7	31
22	54	-21	6	46
23	64	-17	6	46
24	55	89	14	15
25	17	-25	8	34
26	-61	66	15	53
27	-61	26	2	36
28	17	-72	16	37
29	79	38	5	16
30	-62	-2	2	50
31	-90	-68	3	27
32	52	66	14	29
33	-54	-50	7	13
34	8	-84	16	37
35	37	-90	13	19
36	-83	49	17	30
37	35	-1	23	23
38	7	59	4	18
39	12	48	4	18
40	57	95	14	15
41	92	28	5	16
42	-3	97	20	6
43	-7	52	9	18
44	42	-15	6	49
45	77	-43	21	20
46	59	-49	21	51
47	25	91	1	38
48	69	-19	6	26
49	-82	-14	19	9
50	74	-70	12	35
51	69	59	14	29
52	29	33	4	10
53	-97	9	25	40
54	-58	9	2	50
55	28	93	1	38
56	7	73	20	43
57	-28	73	24	28
58	-76	55	17	30
59	41	42	4	10
60	92	40	5	16
61	-84	-29	19	42
62	-12	42	9	18
63	51	-45	21	51
64	-37	46	11	11
65	-97	35	25	14
66	14	89	1	6
67	60	58	14	29
68	-63	-75	10	13
69	-18	34	9	41
70	-46	-82	10	25
71	-86	-79	3	32
72	-43	-30	7	24
73	-44	7	2	21
74	-3	-20	8	5
75	36	41	4	10
76	-30	-94	10	25
77	79	-62	21	35
78	51	70	14	15
79	-61	-26	19	24
80	6	94	20	6
81	-19	-62	7	31
82	-20	51	9	18
83	-81	37	17	14
84	7	31	9	33
85	52	12	23	39
86	83	-91	12	4
87	-7	-92	16	8
88	82	-74	12	35
89	-70	85	18	17
90	-83	-30	19	42
91	71	-61	21	35
92	85	11	5	45
93	66	-48	21	51
94	78	-87	12	4
95	9	-79	16	37
96	-36	4	2	21
97	66	39	5	39
98	92	-17	6	7
99	-46	-79	10	25
100	-30	-63	7	31
101	-42	63	11	11
102	20	42	4	44
103	15	98	1	38
104	1	-17	8	5
105	64	20	5	39
106	-96	85	18	3
107	93	-29	6	52
108	-40	-84	10	25
109	86	35	5	16
110	91	36	5	16
111	62	-8	6	46
112	-24	4	22	41
113	11	96	1	6
114	-53	62	15	53
115	-28	-71	7	31
116	7	-4	22	5
117	95	-9	6	7
118	-3	17	22	41
119	53	-90	13	19
120	58	-19	6	46
121	-83	84	18	3
122	-1	49	9	18
123	-4	17	22	41
124	-82	-3	19	9
125	-43	47	11	11
126	6	-6	22	5
127	70	99	14	15
128	68	-29	6	26
129	-94	-30	19	42
130	-94	-20	19	9
131	-21	77	24	28
132	64	37	5	39
133	-70	-19	19	9
134	88	65	14	48
135	2	29	9	33
136	33	57	4	44
137	-70	6	2	50
138	-38	-56	7	31
139	-80	-95	3	32
140	-5	-39	8	22
141	8	-22	8	34
142	-61	-76	10	13
143	76	-22	6	26
144	49	-71	13	47
145	-30	-68	7	31
146	1	34	9	18
147	77	79	14	48
148	-58	64	15	53
149	82	-97	12	4
150	-80	55	17	30
151	81	-86	12	4
152	39	-49	21	12
153	-67	72	15	53
154	-25	-89	10	8
155	-44	-95	10	25
156	32	-68	13	37
157	-17	49	9	18
158	93	49	5	16
159	99	81	14	1
160	10	-49	8	22
161	63	-41	21	51
162	38	39	4	10
163	-28	39	9	11
164	-2	-47	8	22
165	38	8	23	23
166	-42	-6	2	21
167	-67	88	18	17
168	19	93	1	38
169	40	27	23	10
170	-61	56	15	53
171	43	33	23	10
172	-18	-39	7	22
173	-69	19	2	36
174	75	-18	6	26
175	31	85	1	38
176	25	58	4	44
177	-16	36	9	18
178	91	15	5	45
